Strain,Ev,Acc,Rep,Week,D1Pop,D2Pop,D3Pop,D4Pop,D1FSC,D2FSC,D3FSC,D4FSC,Growth.Rate,Mean.FSC,PE.Count,Chl.a.read,Chl.a.per.cell,FvFm.0,PEDay,FvFm.PE,P,alpha,beta,E_k,P_I,O2.Count,O2.rate.light,O2.rate.dark,pgO2.cell.hr.light,pgO2.cell.hr.dark,g.sp.acc.bestfit,G_Old,G_O,pgC.cell,pgN.cell,Day1-redF,Day2-redF,Day3-redF,Day4-redF,Fm
1393,18,24,E,95,68753,84323,117412,140174,6329.206096,6146.58221,6220.36759,6474.681634,0.246812765,6292.709383,106348,9.3,0.437,0.395,3,0.347,124.5952983,0.919874441,NA,135.4481576,78.25965465,,,,,,,,,,,3844.931775,3926.41428,4059.604081,3967.594289,7875
1393,18,24,F,95,81969,108174,145209,176377,6126.716993,6009.67821,6114.78918,6403.034211,0.259328713,6163.554649,138052,9.7,0.351,0.469,3,0.388,165.130338,1.1525734,NA,143.2709951,99.58725892,,,,,,,,,,,4704.663387,4781.724429,4705.781382,4695.437161,10360
2951,18,24,A,95,15949,21025,62383,82140,6498.38653,6808.3398,5901.41421,5274.53597,0.681933388,6120.669128,82140,8.95,0.545,0.405,4,0.526,165.1202885,1.884607188,NA,87.61522803,134.5514965,,,,,,,,,,,3724.713008,4123.197896,4073.236911,3583.02093,6424
2951,18,24,B,95,16495,23735,55178,74754,6744.685634,6598.90813,5526.97007,5244.526274,0.603737823,6028.772527,74754,7.98,0.534,0.467,4,0.523,166.4317998,1.797073256,NA,92.61269637,131.9990813,,,,,,,,,,,3892.034494,4268.642694,4408.943976,3560.654413,5743
2951,18,24,C,95,33951,77899,186724,247525,6214.184251,6434.20407,5532.36747,4553.269657,0.852353767,5683.506362,247525,9.81,0.198,0.411,4,0.521,124.2706448,1.20103715,NA,103.4694429,92.84862243,,,,,,,,,,,3649.092841,4222.797945,3897.097502,3011.859952,10959
2951,18,24,D,95,12739,24027,39223,42417,6402.396276,6655.43296,5642.3113,4793.522584,0.562284256,5873.41578,42417,7.53,0.888,0.432,4,0.488,163.4621886,1.426876234,NA,114.5594725,114.889257,,,,,,,,,,,3867.995336,4420.991186,4354.059159,2947.135992,3364
2951,18,24,E,95,18958,39294,105905,126836,6595.071502,6781.4643,5623.99657,5098.716419,0.860160701,6024.812198,126836,10.78,0.425,0.457,4,0.45,175.0276829,1.844477076,NA,94.89284806,137.0969332,,,,,,,,,,,3785.715387,4207.167689,4390.312044,4044.850502,10909
2951,18,24,F,95,9672,18420,55778,62409,6526.327543,6645.78629,5609.92288,5266.771012,0.876063861,6012.201931,62409,7.96,0.638,0.447,4,0.515,132.2049975,1.867026173,NA,70.81046823,117.3933779,,,,,,,,,,,3859.472733,4161.174976,4411.970501,3661.492638,4551
1391,24,24,A,95,25250,30527,74406,123681,6376.445989,6950.78792,6190.191,6751.70448,0.7,6567.282347,74214,9.47,0.638,0.421,4,0.451,268.1486634,2.78085656,NA,96.42664323,208.2773814,,,,,,,,,,,3521.612398,4102.44319,4087.59768,6716.871268,10986
1391,24,24,B,95,21558,26042,62968,111074,6439.892229,6603.63494,6238.42277,6644.12659,0.725,6481.519132,68206,8.71,0.639,0.45,4,0.468,243.2079169,2.607241563,NA,93.28169678,192.1881665,,,,,,,,,,,3590.149693,4030.698143,4185.369966,5836.955377,10025
1391,24,24,C,95,29598,38315,100920,168365,6442.744398,6697.3185,5396.74194,6621.41079,0.74,6289.553907,94174,10.4,0.552,0.426,4,0.48,221.1326445,2.381700439,NA,92.84653976,175.1594117,,,,,,,,,,,3431.077782,3701.637361,3400.012636,6431.858025,12836
1391,24,24,D,95,20688,26811,59854,102098,5636.764678,6423.5954,5752.14304,6856.37477,0.668557623,6167.219472,94173,6.78,0.36,0.321,4,0.463,232.0691667,2.593701098,NA,89.47413674,187.2210941,,,,,,,,,,,3034.779155,3568.926106,3629.18123,5789.565049,6272
1391,24,24,E,95,23384,33642,77226,125413,4990.565669,6192.41713,5945.88317,6602.19613,0.658,5932.765525,101855,7.46,0.366,0.453,4,0.336,190.9911905,2.368437159,NA,80.64017648,161.4787458,,,,,,,,,,,3512.562558,4112.498427,4536.367332,6112.385656,11266
1391,24,24,F,95,20713,24936,58205,115897,5309.026665,6877.70578,6438.92945,6604.81901,0.768203858,6307.620226,106009,10.21,0.482,0.38,4,0.443,237.0843226,2.727981433,NA,86.90833439,193.9267256,,,,,,,,,,,3251.162559,4034.926796,4333.54124,6457.19424,11527
1393,24,24,A,95,26665,31452,50379,74214,7354.422485,6850.76872,6630.95142,6194.1461,0.429,6757.572181,344145,7.21,0.105,0.424,4,0.42,184.9832374,1.07251992,NA,172.4753396,96.6565134,,,,,,,,,,,5592.614453,5683.297104,5929.923379,3769.664217,7602
1393,24,24,B,95,24607,27665,41759,68206,6926.078918,6570.60268,6453.05234,5961.9046,0.451,6477.909635,288848,7.79,0.135,0.417,4,0.453,364.7543066,1.003075887,NA,363.6358038,97.85321228,,,,,,,,,,,4654.817031,4727.905059,5182.359494,3834.019765,6007
1393,24,24,C,95,32633,36725,62770,94174,7168.202652,6852.86899,6649.59709,5891.13046,0.471,6640.449798,176617,8.64,0.245,0.392,4,0.427,223.5707036,1.258345519,NA,177.6703618,114.0393048,,,,,,,,,,,5220.980226,5470.811969,5852.455728,3940.15891,8232
1393,24,24,D,95,42703,42972,68064,94173,7803.887192,7346.41442,7025.98745,5870.91168,0.392,7011.800186,284598,11.89,0.209,0.414,4,0.42,198.1203707,1.240061672,NA,159.7665464,110.0027223,,,,,,,,,,,5034.469812,5019.274832,5267.362661,4033.579625,7801
1393,24,24,E,95,48077,42289,70117,101855,7103.563408,6713.8552,6566.19047,5855.90667,0.44,6559.878937,245963,10.51,0.214,0.417,4,0.414,212.9321846,1.38647737,NA,153.5778291,121.8896187,,,,,,,,,,,4959.358812,4978.909434,5480.786926,3971.408965,8208
1393,24,24,F,95,47433,54033,85417,106009,7100.371036,6757.32987,6551.65286,6014.46264,0.337,6605.954102,518817,13.91,0.134,0.412,4,0.421,200.9523735,1.211036364,NA,165.9342191,108.2995569,,,,,,,,,,,5006.457739,5325.391134,5928.725333,3511.596188,10146
2951,24,24,A,95,79120,69242,152415,344145,6466.605059,5436.05044,5947.205722,6733.43511,0.802,6145.824083,152415,12.18,0.4,0.456,3,0.5,148.0596665,2.435959107,NA,60.7808506,137.4295188,,,,,,,,,,,3484.788934,3985.576962,4498.785503,7255.338991,12773
2951,24,24,B,95,49447,86957,156734,288848,6106.964091,5414.50676,5647.939973,6473.26731,0.600242117,5910.669534,156734,12.25,0.391,0.412,3,0.521,132.5383243,1.87038338,NA,70.86158148,117.6607773,,,,,,,,,,,3571.351059,3890.505527,4213.471013,6485.406876,11079
2951,24,24,C,95,49166,55087,121436,176617,6124.404542,5389.07557,5725.277285,6391.11407,0.583,5907.467867,121436,12.37,0.509,0.423,3,0.513,140.7318163,1.605017284,NA,87.68243037,114.6366808,,,,,,,,,,,3027.064357,3629.920787,3889.085707,5569.311064,6592
2951,24,24,D,95,73544,95475,217992,284598,6197.561678,5586.80832,5821.641571,6427.46093,0.546108016,6008.368125,217992,16.04,0.368,0.445,3,0.48,132.6720458,1.955267188,NA,67.85366555,119.4436134,,,,,,,,,,,3400.831576,4064.028886,4454.14317,6985.94189,15929
2951,24,24,E,95,60177,81464,174116,245963,6335.605333,5472.69972,5706.440067,6296.1617,0.552509656,5952.726705,174116,14.24,0.409,0.465,3,0.496,123.55725,1.78736183,NA,69.12828053,110.5856827,,,,,,,,,,,3610.629225,3907.968527,4335.419308,6392.035519,10169
2951,24,24,F,95,67440,98573,217363,518817,6354.032092,5383.76888,5604.531674,6384.82062,0.830376379,5931.788317,217363,16.19,0.372,0.419,3,0.523,116.421172,1.881047533,NA,61.89166938,107.5733704,,,,,,,,,,,3394.472751,3876.872554,4290.293783,6568.94298,12760
1393,30,24,A,95,69054,71340,123899,116253,6996.719387,6694.83607,6642.81389,6469.580724,0.29229065,6700.987518,171066,16.51,0.483,0.411,4,0.405,239.1841948,1.865862678,NA,128.1896024,156.1300965,,,,,,,,,,,6110.059809,6209.239571,6614.615862,3522.712563,24559
1393,30,24,B,95,41235,47994,65901,58248,6556.112831,6337.76773,6259.60673,6078.808791,0.234430784,6308.074021,109008,13.5,0.619,0.411,4,0.411,288.3197637,1.934478522,NA,149.0426285,168.8411423,,,,,,,,,,,5887.398481,5884.400906,6082.000714,3908.815618,14564
1393,30,24,C,95,39094,37831,56020,53894,6634.744006,6398.09103,6330.11605,6123.594797,0.179861513,6371.636471,104646,11.77,0.562,0.362,4,0.438,255.2166004,1.902363426,NA,134.1576467,161.3968525,,,,,,,,,,,5261.9705,5183.194121,5335.099916,4099.149701,12878
1393,30,24,D,95,27706,30179,42735,41980,6504.923907,6258.97588,6406.87764,6205.607134,0.216684397,6344.09614,76123,13.83,0.908,0.387,4,0.402,231.3155162,1.698053065,NA,136.223962,144.7013407,,,,,,,,,,,6331.342497,6125.155403,6589.91755,3772.840105,9440
1393,30,24,E,95,53859,68222,91126,78155,6713.081171,6257.70515,6293.00268,5963.979934,0.262941777,6306.942234,169179,16.77,0.496,0.293,4,0.406,240.6395407,1.642642453,NA,146.4953863,142.7514711,,,,,,,,,,,6118.494456,6013.188916,6392.39359,3379.85379,21565
1393,30,24,F,95,34516,37474,55465,55633,6770.497578,6378.26425,6428.13639,6111.742278,0.237158938,6422.160124,83976,12.77,0.76,0.451,4,0.356,200.8784533,1.526832231,NA,131.5655048,128.7877359,,,,,,,,,,,5764.270975,5966.926848,6348.383451,3544.632682,9811
2951,30,24,A,95,88783,104757,132030,303380,6538.673448,5400.3461,5531.422232,5889.63578,0.531670545,5840.01939,132030,9.48,0.359,0.487,3,0.526,106.3168901,1.394398776,NA,76.2456852,91.92870506,,,,,,,,,,,3261.73609,3575.171046,3714.452537,5580.669144,10914
2951,30,24,B,95,35101,47327,89976,174727,6510.623785,5313.69454,5406.168766,5765.30696,0.653075694,5748.948513,89976,10.84,0.602,0.482,3,0.502,118.684536,1.46971774,NA,80.75328531,100.2862263,,,,,,,,,,,3159.340861,3705.291596,3987.940736,6619.321079,7665
2951,30,24,C,95,43429,71701,153345,234336,6677.63535,5303.98569,5585.005337,5856.88956,0.59212238,5855.878984,153345,11.18,0.365,0.443,3,0.502,137.4705153,2.105205178,NA,65.30029316,125.1891188,,,,,,,,,,,2982.031472,3604.835232,4084.0252,6406.380318,11168
2951,30,24,D,95,70248,85426,150889,296626,6663.372412,5362.56638,5471.912946,5885.24326,0.622409427,5845.77375,150889,10.35,0.343,0.418,3,0.504,116.0074834,1.587205236,NA,73.08915113,101.8869969,,,,,,,,,,,3149.956267,3790.421536,4003.7594,5631.335125,10606
2951,30,24,E,95,97632,122296,220111,350213,6502.816887,5491.46683,5557.599415,5790.79066,0.526047455,5835.668448,220111,12.15,0.276,0.463,3,0.507,119.4554986,1.712206287,NA,69.76700152,106.5960565,,,,,,,,,,,3348.004561,3668.453787,3840.475725,5078.363137,12947
2951,30,24,F,95,75662,94369,202650,325469,6440.919834,5237.9623,5420.294633,5838.48583,0.619025508,5734.415649,202650,14.77,0.364,0.324,3,0.508,115.8457124,1.730472908,NA,66.94453978,104.7264676,,,,,,,,,,,3212.802867,3744.618571,4076.965588,5087.678886,11944
1393,18,30,A,95,55609,66451,96285,153884,8190.79352,7607.18729,7318.34768,6882.76841,0.419866081,7499.774225,282790,9.31,0.165,0.289,4,0.417,272.0762226,1.766600475,NA,154.0111794,155.4101859,,,,,,,,,,,5727.493638,5892.90068,5916.641282,2873.268472,9393
1393,18,30,B,95,42614,47751,64051,85356,8917.20708,8361.54465,7561.50504,6590.88364,0.290415283,7857.785103,198507,10.42,0.262,0.301,4,0.433,281.174484,1.534806528,NA,183.1986501,139.8583231,,,,,,,,,,,5823.862023,6052.910734,6660.374337,2776.962642,7896
1393,18,30,C,95,47111,59171,77517,105660,8021.691611,7661.73942,7330.88062,6704.34977,0.289894461,7429.665355,306504,9,0.147,0.355,4,0.424,265.5475349,1.512652025,NA,175.5509731,136.7812142,,,,,,,,,,,6006.548221,5892.92673,6457.840606,2923.475641,9059
1393,18,30,D,95,79156,102793,149817,201302,8069.108079,7249.49064,6822.02676,6688.49079,0.336044917,7207.279067,373403,13.19,0.177,0.333,4,0.415,253.7319868,1.613220222,NA,157.2829198,142.6052289,,,,,,,,,,,4482.127077,5020.91788,5599.022311,3342.125879,14870
1393,18,30,E,95,71185,85544,109915,139678,7990.052104,7297.89344,6914.62447,6707.40557,0.245155552,7227.493896,247464,11.03,0.223,0.38,4,0.435,174.964158,1.06951778,NA,163.591631,95.36005727,,,,,,,,,,,4889.554847,4972.159951,5180.004303,3139.704035,9588
1393,18,30,F,95,88320,111677,149139,172095,8043.113803,7468.12296,7041.87931,6911.10445,0.26195469,7366.055131,320270,13.39,0.209,0.358,4,0.432,164.7462408,1.060064241,NA,155.4115632,93.45163207,,,,,,,,,,,5552.396739,5639.72876,5394.344074,2801.818964,12478
2951,18,30,A,95,101427,118750,129050,326401,6199.358145,5738.82848,5693.02629,6162.17285,0.506,5948.346441,129050,14.06,0.545,0.397,3,0.5,94.36801511,1.330230993,NA,70.94107385,83.74345447,,,,,,,,,,,4829.681417,4650.696544,3256.511366,3265.69953,16298
2951,18,30,B,95,68272,57657,51681,138846,6500.175306,5635.80864,6045.50173,6183.51047,0.439,6091.249037,51681,13.58,1.314,0.427,3,0.483,232.9599524,0.832485075,NA,279.8367917,79.87701191,,,,,,,,,,,4541.194251,4435.096508,3916.580422,3665.615928,15522
2951,18,30,C,95,123100,143311,129469,339434,6431.452989,5747.31853,5834.49536,6161.79465,0.431,6043.765382,129469,14.71,0.568,0.407,3,0.494,76.85852172,0.863643135,NA,88.99338005,62.16661759,,,,,,,,,,,4258.652524,4044.278474,3317.453462,3404.307787,15246
2951,18,30,D,95,52279,26099,33927,123351,6841.429885,5794.51634,5760.21514,5966.30739,0.777,6090.617189,33927,12.91,1.903,0.425,3,0.467,105.7311486,0.844993815,NA,125.1265355,70.16152463,,,,,,,,,,,4306.489192,4165.654864,4283.464696,4065.462662,10394
2951,18,30,E,95,71560,72536,69654,309155,6796.145777,5744.88315,5827.3401,6301.69908,0.725,6167.517027,69654,13.81,0.991,0.427,3,0.488,409.9770472,0.936168507,NA,437.9308259,92.02295794,,,,,,,,,,,4237.369733,4103.665802,3857.336672,3864.90159,10447
2951,18,30,F,95,63816,80809,99809,278939,6583.388849,5733.95775,5679.03123,6069.84634,0.619,6016.556042,99809,13.68,0.685,0.303,3,0.489,276.1785292,0.882192559,NA,313.0592367,85.336391,,,,,,,,,,,4293.605941,4352.01222,3636.102955,3549.810898,16234
1393,24,30,A,95,27922,34036,38786,59410,9113.891917,8062.02578,7075.36409,6532.286209,0.278518906,7695.891999,69385,9.74,0.702,0.333,4,0.392,174.0335347,0.879894339,NA,197.7891288,81.1868552,,,,,,,,,,,6529.726618,6543.276792,6911.46513,7136.412261,8073
1393,24,30,B,95,22852,25806,30529,43029,8802.35084,8173.04079,7382.4355,6795.534694,0.255635956,7788.340456,51681,8.61,0.833,0.415,4,0.39,158.4002728,1.100914859,NA,143.8805839,95.22989158,,,,,,,,,,,5517.472392,5424.451948,5544.379937,5972.780799,5138
1393,24,30,C,95,32854,40045,49717,64163,7352.480449,6954.71611,6508.2645,6252.43923,0.235706582,6766.975072,67650,9.83,0.727,0.368,4,0.401,150.3705481,1.240945306,NA,121.1741947,101.9394534,,,,,,,,,,,4955.418987,5394.02747,5527.746877,5452.169801,5701
1393,24,30,D,95,40326,42458,50075,59911,8297.834503,7832.2971,7346.15761,6921.357808,0.172176676,7599.411755,73508,10.57,0.719,0.351,4,0.36,139.965217,1.327259369,NA,105.454307,103.4346417,,,,,,,,,,,5275.938945,5453.977825,5549.575375,5345.784799,5441
1393,24,30,E,95,42853,47116,57209,76931,7757.402765,7603.05885,7062.50634,6476.180632,0.24514721,7224.787147,99539,10.85,0.545,0.382,4,0.415,143.3634262,1.050526363,NA,136.4681851,89.56744914,,,,,,,,,,,5159.049076,5480.836655,5834.01395,5869.284956,9334
1393,24,30,F,95,47612,55306,69129,90874,7521.3347,7074.5461,6427.17056,6005.091543,0.248296081,6757.035726,71144,11.67,0.82,0.411,4,0.407,141.3156994,1.278568017,NA,110.5265403,101.5505549,,,,,,,,,,,4728.23594,5247.018168,5740.907006,5755.962262,8653
2951,24,30,A,95,85429,93707,118243,339715,6823.353338,5726.47252,5756.55576,6071.842407,0.644,6094.556006,288018,10.09,0.175,0.48,4,0.464,176.3993263,3.497866527,NA,50.43054815,169.8374753,,,,,,,,,,,4552.36855,4388.641045,3031.573072,3105.466294,15067
2951,24,30,B,95,60090,121714,155346,518611,7003.04858,5734.7598,5684.39241,6354.02134,0.725,6194.055533,232397,8.37,0.18,0.437,4,0.501,140.991855,2.733066177,NA,51.58742815,135.2692009,,,,,,,,,,,4748.414101,4501.478872,3166.390636,3126.157878,10958
2951,24,30,C,95,45675,70071,130038,420810,7006.715315,5630.11666,5831.65112,6250.916646,0.896337263,6179.849935,312034,12.78,0.205,0.44,4,0.484,127.0422134,2.558318739,NA,49.65847744,122.5940329,,,,,,,,,,,4016.424514,4390.309911,3520.9715,3233.060724,16207
2951,24,30,D,95,65300,95727,155274,372848,7069.267993,5906.70297,5719.13393,5927.338341,0.679832907,6155.610809,383732,16.55,0.216,0.45,4,0.48,130.6090669,2.400180998,NA,54.4163407,124.1533579,,,,,,,,,,,4115.620991,4770.719227,4104.619252,3485.2685,22630
2951,24,30,E,95,62091,91468,170432,469702,7175.567644,5756.06672,5765.81598,6132.548741,0.818051907,6207.499771,258377,10.97,0.212,0.447,4,0.494,129.7446259,2.429750065,NA,53.3983424,123.7555923,,,,,,,,,,,3991.089652,4227.005921,3715.733204,3366.162497,13808
2951,24,30,F,95,56641,93233,181908,394119,7043.563152,5827.84267,5787.97443,6285.91478,0.720776232,6236.323758,323358,10.75,0.166,0.339,4,0.507,139.7403361,2.337932317,NA,59.77090744,130.2316224,,,,,,,,,,,3768.470462,4133.320914,3330.674349,3104.377164,12992
1393,30,30,A,95,34079,44366,77667,140169,8373.297575,7081.98643,6473.2194,6160.517556,0.575182373,7022.25524,156902,17.11,0.545,0.403,5,0.389,389.0984763,2.676250246,NA,145.3894219,232.1252336,,,,,,,,,,,5784.962294,7025.942065,8308.757364,8961.079929,30268
1393,30,30,B,95,18203,25837,49824,79904,7251.968067,6657.28526,6108.84076,5761.916477,0.564520139,6445.002641,116712,11.97,0.513,0.395,5,0.4,336.8909315,2.221780394,NA,151.6310669,194.7322381,,,,,,,,,,,6083.526288,7144.15395,7508.461868,7764.29183,17943
1393,30,30,C,95,16836,26301,43657,79716,7385.170886,6899.92373,6401.4457,6075.124523,0.55444167,6690.41621,247112,14.91,0.302,0.395,5,0.414,343.0793858,2.180253193,NA,157.357589,192.7504094,,,,,,,,,,,6618.125944,7597.443675,7955.522731,8009.842628,22202
1393,30,30,D,95,11834,20405,28987,50867,7250.367326,6612.22097,6160.69085,5966.682361,0.456702328,6497.490377,121463,11.96,0.492,0.371,5,0.398,309.4445426,1.704819931,NA,181.5115702,155.098619,,,,,,,,,,,6963.965711,7353.836758,7492.799508,7768.762418,11995
1393,30,30,E,95,20884,26242,41020,70037,8266.970748,7447.1208,6556.76819,5925.620236,0.490828666,7049.119994,136220,12.14,0.446,0.388,5,0.426,270.4755153,1.391694703,NA,194.3497484,128.0626154,,,,,,,,,,,5724.213624,6543.133436,7095.968469,7595.170578,14846
1393,30,30,F,95,17307,22901,37481,58139,7551.560384,6812.28923,6031.19096,5585.393236,0.465837913,6495.108453,117187,10.52,0.449,0.449,5,0.425,226.4555902,1.199962886,NA,188.7188286,109.898017,,,,,,,,,,,5340.354189,6224.368202,7031.979077,7413.164363,9765
2951,30,30,A,95,61748,100319,147385,479857,7162.67087,5692.22654,5806.21975,6404.277373,0.782565634,6266.348633,147385,14.83,0.503,0.49,3,0.504,123.6632856,1.822963765,NA,67.83639257,111.3418862,,,,,,,,,,,3751.672232,3932.412125,3282.683703,3314.202188,16707
2951,30,30,B,95,41004,80862,120947,455374,7109.717288,5679.11777,5699.09327,6259.078884,0.864188488,6186.751803,120947,14.08,0.582,0.462,3,0.507,106.768228,1.46576665,NA,72.84121793,93.88556066,,,,,,,,,,,4559.750027,4112.983018,3288.354996,2943.866622,15372
2951,30,30,C,95,47790,98839,148033,387667,7066.608541,5747.22904,5590.9187,6018.759832,0.683325508,6105.879028,148033,16.51,0.558,0.452,3,0.488,108.1822845,1.557123768,NA,69.4757133,96.66813954,,,,,,,,,,,4625.376699,4073.768015,3600.177712,3358.254827,18367
2951,30,30,D,95,51571,86731,166852,468204,7383.484256,5860.55683,5737.03796,6234.895765,0.843047665,6303.993703,166852,14.67,0.44,0.41,3,0.497,94.43191609,1.526403136,NA,61.865646,87.26463733,,,,,,,,,,,4183.832768,4189.2953,3692.490917,3148.787636,13813
2951,30,30,E,95,51754,94313,150202,470686,7456.954077,5925.55522,5877.07776,6211.237749,0.803787695,6367.706202,150202,16.72,0.557,0.448,3,0.5,99.68347337,1.362599738,NA,73.15682703,87.52107591,,,,,,,,,,,3941.340664,4040.358891,3954.576236,3181.821566,17955
2951,30,30,F,95,51847,92383,165743,480390,7126.253366,5722.70793,5728.50214,6152.042839,0.824326269,6182.376569,165743,17.14,0.517,,3,0.505,93.66004699,1.247449886,NA,75.08121009,81.4571529,,,,,,,,,,,4123.708467,4066.313246,3714.598482,3202.247838,17442
1391,18,18,A,14,,,,,,,,,,,,,0.053,0.543,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,B,14,,,,,,,,,,,,,0.056,0.555,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,C,14,,,,,,,,,,,,,0.051,0.544,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,D,14,,,,,,,,,,,,,0.054,0.549,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,E,14,,,,,,,,,,,,,0.058,0.542,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,F,14,,,,,,,,,,,,,0.051,0.547,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,A,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,B,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,D,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,E,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,F,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,18,18,A,14,,,,,,,,,,,,,0.218,0.484,,,,,,,,,,,,,,,,,,,,,,
2951,18,18,B,14,,,,,,,,,,,,,0.288,0.472,,,,,,,,,,,,,,,,,,,,,,
2951,18,18,C,14,,,,,,,,,,,,,0.299,0.499,,,,,,,,,,,,,,,,,,,,,,
2951,18,18,D,14,,,,,,,,,,,,,0.164,0.512,,,,,,,,,,,,,,,,,,,,,,
2951,18,18,E,14,,,,,,,,,,,,,0.34,0.521,,,,,,,,,,,,,,,,,,,,,,
2951,18,18,F,14,,,,,,,,,,,,,0.331,0.498,,,,,,,,,,,,,,,,,,,,,,
1391,24,24,A,14,,,,,,,,,,,,,0.079,0.459,,,,,,,,,,,,,,,,,,,,,,
1391,24,24,B,14,,,,,,,,,,,,,0.086,0.454,,,,,,,,,,,,,,,,,,,,,,
1391,24,24,C,14,,,,,,,,,,,,,0.077,0.47,,,,,,,,,,,,,,,,,,,,,,
1391,24,24,D,14,,,,,,,,,,,,,0.075,0.356,,,,,,,,,,,,,,,,,,,,,,
1391,24,24,E,14,,,,,,,,,,,,,0.079,0.394,,,,,,,,,,,,,,,,,,,,,,
1391,24,24,F,14,,,,,,,,,,,,,0.084,0.414,,,,,,,,,,,,,,,,,,,,,,
1393,24,24,A,14,,,,,,,,,,,,,0.097,0.386,,,,,,,,,,,,,,,,,,,,,,
1393,24,24,B,14,,,,,,,,,,,,,0.104,0.483,,,,,,,,,,,,,,,,,,,,,,
1393,24,24,C,14,,,,,,,,,,,,,0.104,0.486,,,,,,,,,,,,,,,,,,,,,,
1393,24,24,D,14,,,,,,,,,,,,,0.091,0.415,,,,,,,,,,,,,,,,,,,,,,
1393,24,24,E,14,,,,,,,,,,,,,0.104,0.441,,,,,,,,,,,,,,,,,,,,,,
1393,24,24,F,14,,,,,,,,,,,,,0.089,0.456,,,,,,,,,,,,,,,,,,,,,,
2951,24,24,A,14,,,,,,,,,,,,,0.127,0.394,,,,,,,,,,,,,,,,,,,,,,
2951,24,24,B,14,,,,,,,,,,,,,0.11,0.441,,,,,,,,,,,,,,,,,,,,,,
2951,24,24,C,14,,,,,,,,,,,,,0.351,0.419,,,,,,,,,,,,,,,,,,,,,,
2951,24,24,D,14,,,,,,,,,,,,,0.117,0.459,,,,,,,,,,,,,,,,,,,,,,
2951,24,24,E,14,,,,,,,,,,,,,0.267,0.497,,,,,,,,,,,,,,,,,,,,,,
2951,24,24,F,14,,,,,,,,,,,,,0.115,0.452,,,,,,,,,,,,,,,,,,,,,,
1393,30,30,A,14,,,,,,,,,,,,,0.149,0.386,,,,,,,,,,,,,,,,,,,,,,
1393,30,30,B,14,,,,,,,,,,,,,0.123,0.378,,,,,,,,,,,,,,,,,,,,,,
1393,30,30,C,14,,,,,,,,,,,,,0.118,0.403,,,,,,,,,,,,,,,,,,,,,,
1393,30,30,D,14,,,,,,,,,,,,,0.116,0.31,,,,,,,,,,,,,,,,,,,,,,
1393,30,30,E,14,,,,,,,,,,,,,0.113,0.382,,,,,,,,,,,,,,,,,,,,,,
1393,30,30,F,14,,,,,,,,,,,,,0.154,0.427,,,,,,,,,,,,,,,,,,,,,,
2951,30,30,A,14,,,,,,,,,,,,,0.173,0.421,,,,,,,,,,,,,,,,,,,,,,
2951,30,30,B,14,,,,,,,,,,,,,0.195,0.42,,,,,,,,,,,,,,,,,,,,,,
2951,30,30,C,14,,,,,,,,,,,,,0.172,0.434,,,,,,,,,,,,,,,,,,,,,,
2951,30,30,D,14,,,,,,,,,,,,,0.352,0.45,,,,,,,,,,,,,,,,,,,,,,
2951,30,30,E,14,,,,,,,,,,,,,0.262,0.495,,,,,,,,,,,,,,,,,,,,,,
2951,30,30,F,14,,,,,,,,,,,,,0.242,0.468,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,A,16,,,,,,,,,,,,,0.043,0.571,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,B,16,,,,,,,,,,,,,0.051,0.569,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,C,16,,,,,,,,,,,,,0.048,0.562,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,D,16,,,,,,,,,,,,,0.052,0.558,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,E,16,,,,,,,,,,,,,0.054,0.554,,,,,,,,,,,,,,,,,,,,,,
1391,18,18,F,16,,,,,,,,,,,,,0.049,0.561,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,A,16,,,,,,,,,,,,,0.184,0.49,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,B,16,,,,,,,,,,,,,0.1,0.375,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,C,16,,,,,,,,,,,,,0.087,0.395,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,D,16,,,,,,,,,,,,,0.099,0.411,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,E,16,,,,,,,,,,,,,0.089,0.402,,,,,,,,,,,,,,,,,,,,,,
1393,18,18,F,16,,,,,,,,,,,,,0.092,0.405,,,,,,,,,,,,,,,,,,,,,,
