Strain,Ev,Acc,Rep,Week,D1Pop,D2Pop,D3Pop,D4Pop,D1FSC,D2FSC,D3FSC,D4FSC,Growth.Rate,Mean.FSC,PE.Count,Chl.a.read,Chl.a.per.cell,FvFm.0,FvFm.PE,P,alpha,beta,E_k,P_I,O2.Count,O2.rate.light,O2.rate.dark,pgO2.cell.hr.light,pgO2.cell.hr.dark,g.sp.acc.bestfit,G_Old,G_O,pgC.cell,pgN.cell,Day1-redF,Day2-redF,Day3-redF,Day4-redF,Fm
1391,24,24,B,140,25702,42266,80297,135658,7539.375495,7639.268115,5999.135336,4671.462818,0.563247353,6462.310441,135657.577,5.58,0.206,0.334,0.549,204.4457987,1.67567671,NA,122.0079013,79.38853975,,,,,,,,,,,5443.33646,5860.123483,6085.439277,5717.442069,13339
1391,24,24,C,140,21912,33814,62527,128603,6680.792253,7012.025838,6211.73554,4881.880798,0.592383122,6196.608607,128602.561,4,0.156,0.318,0.539,173.3613115,1.518566389,NA,114.1611673,71.4190405,,,,,,,,,,,4594.371377,5067.468554,5427.761448,5270.094517,9363
1391,24,24,D,140,26597,36781,66692,130693,7658.541333,7542.558697,6313.870943,5196.694763,0.537126322,6677.916434,130692.724,4.42,0.169,0.305,0.546,202.9338507,1.225712862,NA,165.56394,59.48805079,,,,,,,,,,,5064.360589,5578.928211,5865.64425,5587.661109,9265
1391,24,24,E,140,27686,42538,74955,141617,7631.634541,7246.651018,5915.872049,4692.796943,0.546311649,6371.738638,141617.045,5.64,0.199,0.352,0.544,185.4802293,1.162723794,NA,159.5221756,56.30433417,,,,,,,,,,,5353.136467,5802.69289,6071.115795,5673.936749,12706
1391,24,24,F,140,32880,55637,121761,210546,6896.439444,7051.291432,5275.634328,4383.596451,0.635373727,5901.740414,210546.254,6.61,0.157,0.366,0.559,220.0174989,1.226309674,NA,179.4143059,59.77593612,,,,,,,,,,,5074.227895,5627.811278,5696.512833,5344.781221,14589
1393,24,24,A,140,29458,48268,29892,105978,6407.123256,6698.529052,7078.608328,6956.015441,0.336167075,6785.069019,121899.2616,6.46,0.265,0.323,0.512,209.6748205,1.468254787,NA,142.8054738,70.5530287,,,,,,,,,,,7953.998354,9100.999953,9554.602402,10297.29738,13832
1393,24,24,B,140,53361,61357,92865,145921,6707.00141,6443.454941,7022.418947,7201.988198,0.433173995,6843.715874,201783.4743,10.18,0.252,0.392,0.528,212.2969681,1.266172789,NA,167.6682439,61.49643815,,,,,,,,,,,8096.604539,8885.239325,9911.455775,10029.71583,19674
1393,24,24,C,140,24688,29256,35576,45758,6513.633101,6740.168495,7096.089134,7447.47513,0.223647449,6949.341465,61330.28758,4.83,0.394,0.272,0.522,170.5538707,1.0969818,NA,155.4755701,53.03329151,,,,,,,,,,,7512.62711,9703.988677,11377.07808,12294.45346,7498
1393,24,24,D,140,31067,33164,40558,58344,6534.505039,6757.632678,6987.223098,7578.372707,0.28244906,6964.433381,76637.95147,4.9,0.32,0.328,0.516,180.1732616,1.043384747,NA,172.6815177,50.75857971,,,,,,,,,,,7041.829217,9057.080237,10272.75139,10869.62815,8010
1393,24,24,E,140,33163,47214,76241,113530,6447.417185,6660.921871,6976.143548,7191.5983,0.417111304,6819.020226,118312.4979,6.86,0.29,0.363,0.525,201.2105585,1.104710989,NA,182.1386412,53.88863503,,,,,,,,,,,7361.640825,9436.929922,10148.36467,10223.63863,10663
1393,24,24,F,140,31058,43801,72006,100739,6430.217777,6560.719049,6929.920815,7098.260085,0.402712108,6754.779432,109403.4719,6.17,0.282,0.308,0.517,192.377442,0.916330887,NA,209.9432036,44.96951809,,,,,,,,,,,7069.852433,8895.060849,9649.706272,10109.10387,10300
2951,24,24,A,140,30074,62518,115484,204584,5314.393392,5829.654258,5244.416366,5206.022992,0.636562785,5398.621752,115483.888,2.96,0.128,0.37,0.533,94.84811231,1.470529485,NA,64.49929313,61.64599171,,,,,,,,,,,5370.820186,5770.0176,5941.926312,6482.712522,6027
2951,24,24,B,140,26865,54172,94953,167238,5351.987751,5781.145357,5094.349028,5269.37898,0.604701356,5374.215279,94952.9264,1.46,0.077,0.335,0.561,618.9423217,1.615642888,NA,383.0935204,80.32655292,,,,,,,,,,,5382.884344,5722.985078,5837.146311,6498.067738,3701
2951,24,24,C,140,38207,76827,136937,202388,5305.493242,5802.335058,5490.620521,5635.748276,0.557945621,5558.549274,136936.986,4.15,0.152,0.41,0.546,315.4855644,1.055457647,NA,298.9087865,52.28611767,,,,,,,,,,,5070.934287,5642.910864,6419.169193,6904.527708,8671
2951,24,24,D,140,39837,71296,133936,196557,5145.952358,5706.107984,5510.898451,5500.813687,0.541896454,5465.94312,133935.992,3.78,0.141,0.389,0.54,88.24308819,2.323810931,NA,37.97343709,76.41528358,,,,,,,,,,,4880.547014,5360.286182,5898.114715,6139.441102,6964
2951,24,24,E,140,33931,64488,105123,149402,5477.469979,5752.801905,5207.731681,5211.016486,0.493557329,5412.255013,105122.539,2.48,0.118,0.417,0.526,76.85173143,2.022210105,NA,38.00383118,66.53052622,,,,,,,,,,,5138.475174,5468.331158,5556.871262,5777.407786,4959
2951,24,24,F,140,43895,89667,157155,247134,5298.971861,5815.584418,5377.704009,5430.696806,0.57455189,5480.739274,157155.304,3.82,0.122,0.4,0.548,83.24931676,1.617444448,NA,51.46966059,62.38196537,,,,,,,,,,,5159.149043,5818.061902,6049.910361,6412.635992,8053
1393,30,24,A,140,17760,28604,43169,66802,6086.284139,6328.902459,6310.080633,6502.108146,0.438592709,6306.843844,75476.3515,4.61,0.305,0.417,0.499,217.2365483,1.518450319,NA,143.06464,72.97524711,,,,,,,,,,,8532.630165,9143.273116,9683.29951,10305.65336,8890
1393,30,24,B,140,9766,13245,20056,35000,5837.918569,6231.480879,6158.178573,6206.250321,0.424425014,6108.457086,38062.2801,2.26,0.297,0.388,0.468,210.9085133,1.252158361,NA,168.4359741,60.83152022,,,,,,,,,,,8964.50126,9369.346925,9116.817331,9333.303186,4138
1393,30,24,C,140,28919,43809,60631,79864,5942.998097,6044.423837,5952.532845,6214.683661,0.337241128,6038.65961,85980.4492,4.64,0.27,0.446,0.504,197.6145862,1.128818044,NA,175.0632773,54.95468118,,,,,,,,,,,8324.968079,8299.31376,8742.474239,9517.18159,8787
1393,30,24,D,140,28450,45784,59368,83321,5954.841466,6035.986656,6063.859646,6255.373039,0.348350383,6077.515202,87261.10163,4.79,0.274,0.437,0.501,216.5078836,1.227914655,NA,176.3216056,59.80131638,,,,,,,,,,,8562.47179,8441.929077,8952.464256,9702.164455,8094
1393,30,24,E,140,29023,46251,62287,81559,6088.671348,5970.805548,5958.798574,6203.038366,0.339736151,6055.328459,83955.90555,4.39,0.261,0.462,0.512,193.571329,1.06521025,NA,181.7212414,51.9559615,,,,,,,,,,,8149.363574,7946.113878,8491.761685,9229.665017,7253
1393,30,24,F,140,30064,42699,57790,74853,6031.963668,6021.732082,6089.594952,6258.488803,0.30392243,6100.444876,84200.06123,4.68,0.278,0.438,0.489,179.1855865,0.91667014,NA,195.4744445,44.85940245,,,,,,,,,,,8411.704779,8611.965144,9435.872892,10272.66626,9019
2951,30,24,A,140,21901,38722,52301,52513,5597.274959,5691.172777,5099.066558,5201.289519,0.43524932,5397.200953,52512.5809,2.4,0.229,0.44,0.533,124.7497663,1.608635444,NA,77.55005447,70.87303954,,,,,,,,,,,5257.576878,5350.528835,5651.666505,5993.533596,4332
2951,30,24,B,140,25540,44131,54276,57273,5482.727708,5645.987051,5194.638049,5201.77854,0.376916041,5381.282837,57272.8252,2.45,0.214,0.433,0.535,91.38703354,1.855007164,NA,49.26505694,70.1659184,,,,,,,,,,,5536.165575,5336.389993,5587.768408,5805.959417,4439
2951,30,24,C,140,21842,34253,46398,44876,5572.877517,5575.080084,5042.56109,5142.852916,0.3766956,5333.342902,44875.9277,2.09,0.233,0.413,0.531,99.92431485,1.609206678,NA,62.09538912,66.64361396,,,,,,,,,,,5501.326123,5377.847133,5495.374904,5795.542901,3512
2951,30,24,D,140,32428,52217,80488,104348,5684.87519,5688.31199,5219.044247,5237.991139,0.454549472,5457.555642,104348.263,3.86,0.185,0.432,0.529,91.98743107,1.800214955,NA,51.09802628,69.21325363,,,,,,,,,,,5175.475094,5004.701709,5049.718819,5307.584597,7083
2951,30,24,E,140,38024,60816,76163,82995,5727.303822,5496.72125,5119.071779,5256.866155,0.34733313,5399.990752,82995.1007,2.84,0.171,0.438,0.535,93.49614876,1.905693755,NA,49.06147618,71.9463858,,,,,,,,,,,5207.715666,5103.20991,5196.36955,5480.184872,5682
2951,30,24,F,140,25654,44682,50575,61380,5540.195135,5612.741593,5082.637542,5284.218768,0.339369164,5379.94826,61380.4429,2.62,0.213,0.431,0.525,85.33948683,1.756110589,NA,48.59573615,66.00715119,,,,,,,,,,,5751.713057,5462.168479,5422.496279,5803.466011,4665
1393,18,30,A,140,23202,42955,61180,90184,6704.091209,6054.477305,5878.729842,5768.100156,0.370857194,6101.349628,90184.39432,6.95,0.385,0.432,0.469,113.4652874,1.080748801,NA,104.9876597,50.29150141,,,,,,,,,,,10594.79977,11737.62576,12872.78428,13037.01011,17062
1393,18,30,B,140,25428,44666,58492,79335,6634.129599,6202.96817,5871.637851,5834.873825,0.287227386,6135.902361,79334.78936,5.98,0.377,0.449,0.438,103.348501,0.971818417,NA,106.3454851,45.30107833,,,,,,,,,,,10222.77323,11167.84289,12104.5851,12788.85985,13757
1393,18,30,C,140,34014,57937,72436,90951,6523.263678,6246.902031,5859.757585,5750.270491,0.225488481,6095.048446,90951.3812,6.81,0.374,0.428,0.432,81.78591289,0.676617204,NA,120.8747168,32.02480095,,,,,,,,,,,10653.50893,11946.38027,12525.42549,13342.6499,17358
1393,18,30,D,140,25144,38694,56239,76697,6663.051616,6467.054955,6018.742366,5937.164561,0.34208044,6271.503375,76696.60426,6.39,0.417,0.427,0.453,78.62167377,0.718404684,NA,109.4392555,33.61339022,,,,,,,,,,,10434.59339,11957.4846,12876.99117,14066.24919,15479
1393,18,30,E,140,27059,39768,55676,71203,6802.638744,6523.787736,6015.275466,5992.860407,0.29124088,6333.640588,71203.27715,5.73,0.402,0.429,0.442,86.01351175,0.668811604,NA,128.6064883,31.85170473,,,,,,,,,,,9870.210331,11561.16086,12537.821,13543.83521,13449
1393,18,30,F,140,30486,48280,60017,84527,6624.611321,6158.288554,5795.320642,5834.891311,0.280029934,6103.277957,84526.79738,6.23,0.369,0.45,0.456,76.04803652,0.842793054,NA,90.23334513,38.29785642,,,,,,,,,,,9349.876185,10888.13252,11869.94018,12981.1915,13325
2951,18,30,A,140,69505,119281,128378,308209,5823.023654,4741.09518,4751.710833,4952.80387,0.454165464,5067.158384,119280.918,6.86,0.288,0.468,0.547,75.91561644,1.159656076,NA,65.46390608,48.83635409,,,,,,,,,,,8298.61003,7965.40305,8903.880951,9554.152643,11864
2951,18,30,B,140,37107,81888,63331,180490,6206.511507,4870.718123,4876.044622,4846.956365,0.448858312,5200.057654,81888.4589,4.23,0.258,0.449,0.547,60.06781544,1.39158929,NA,43.16490207,49.28569911,,,,,,,,,,,8113.073947,7643.453119,8217.32284,8794.804496,8192
2951,18,30,C,140,55731,111956,90756,271204,6050.775439,4802.82318,4853.160197,5017.35695,0.453705275,5181.028942,111955.977,6.21,0.277,0.414,0.568,59.58304263,0.916232751,NA,65.03046586,38.50685959,,,,,,,,,,,8393.113226,7694.053085,8467.625045,9419.056986,11192
2951,18,30,D,140,37004,88730,65015,172735,6130.128232,4855.93806,4815.364768,4928.326233,0.431119867,5182.439323,88730.3103,5.13,0.289,0.464,0.552,73.76603142,0.720164381,NA,102.429436,33.3968084,,,,,,,,,,,8311.126573,7606.686537,8123.421663,8846.839825,8652
2951,18,30,E,140,78807,128909,188412,297086,5817.746037,5016.517833,4856.728492,5071.238351,0.436060632,5190.557678,128908.865,8.1,0.314,0.489,0.551,79.96380929,1.241394973,NA,64.4144781,52.01913386,,,,,,,,,,,7784.707292,7717.255056,8554.159947,9118.645527,14300
2951,18,30,F,140,73436,132211,131938,201319,5883.895714,4828.150927,4804.141616,5080.666887,0.302336613,5149.213786,132211.058,7.03,0.266,0.507,0.559,81.26674732,1.215381784,NA,66.86520101,51.50837179,,,,,,,,,,,8027.949423,7614.465085,8111.197288,8602.977872,11942
1393,24,30,A,140,31558,51779,84412,133434,5823.241769,6330.952418,6167.960267,6124.443344,0.481403662,6111.64945,84412.0809,8,0.474,0.453,0.503,70.76499724,1.076912969,NA,65.71097135,45.40363224,,,,,,,,,,,14232.14712,15026.03778,14835.255,15327.18602,16120
1393,24,30,B,140,48306,78826,118194,161799,5923.847992,6006.648759,5858.702689,5754.378705,0.447387472,5885.894536,118193.858,10.26,0.434,0.525,0.499,63.77468393,0.888458322,NA,71.7812894,38.4038363,,,,,,,,,,,12147.43255,13589.82351,14250.24401,15107.63097,22127
1393,24,30,C,140,20571,35646,62527,89180,5768.104422,6393.115317,6066.517383,6078.086217,0.555850553,6076.455835,62527.3884,5.43,0.434,0.486,0.486,68.37834305,0.935898183,NA,73.06173286,40.64011253,,,,,,,,,,,12422.69562,14231.67959,14484.88644,15219.8805,9376
1393,24,30,D,140,22908,44616,70986,87711,5668.414038,6237.713079,5909.879222,5829.899087,0.565490616,5911.476357,70985.6127,6.14,0.432,0.509,0.475,63.76624018,0.892399901,NA,71.45478174,38.52786659,,,,,,,,,,,12323.99749,14034.8654,14289.34184,15802.52927,11229
1393,24,30,E,140,28308,53479,80079,106442,5699.341714,6123.329382,5929.222434,5853.620064,0.51993141,5901.378399,80078.6636,7.24,0.452,0.514,0.486,50.63737777,0.856992937,NA,59.08727549,34.8933123,,,,,,,,,,,13272.78909,14437.66878,14845.1615,16163.30798,11847
1393,24,30,F,140,25995,47584,68891,95864,5611.071288,6016.357072,5929.739622,5833.7506,0.487314751,5847.729646,68890.8156,6.31,0.458,0.487,0.495,43.7415856,1.092491996,NA,40.03835796,37.09056777,,,,,,,,,,,12497.7107,13795.07489,14340.13146,15654.26929,10939
2951,24,30,A,140,48930,130428,212306,301245,5899.600565,4887.739899,4997.127804,5324.56846,0.41855166,5277.259182,67621.04941,2.99,0.221,0.453,0.561,95.19684002,1.479795136,NA,64.33109402,61.98393999,,,,,,,,,,,7801.056208,7851.018226,8353.694629,8909.948137,5538
2951,24,30,B,140,43832,106183,150456,165701,6100.958549,4726.924199,4873.788864,5143.329488,0.433796369,5211.250275,34635.55754,1.11,0.16,0.409,0.543,84.62630782,0.961594943,NA,88.00619061,43.49735842,,,,,,,,,,,8096.78782,7646.090586,8382.946809,9112.348197,2964
2951,24,30,C,140,51340,155856,242054,375960,6191.702575,5426.361322,5530.487821,5771.198684,0.440276184,5729.937601,122862.1408,5.97,0.243,0.467,0.537,73.01275675,1.100910552,NA,66.32033509,46.54415147,,,,,,,,,,,8168.873504,8831.78256,9861.981525,10324.42837,10717
2951,24,30,D,140,51254,145315,233949,364395,5980.707609,5229.405516,5326.417236,5368.409548,0.45966811,5476.234977,114263.2708,3.96,0.173,0.451,0.573,66.85959844,1.300866894,NA,51.39618721,50.14118064,,,,,,,,,,,7924.555375,8272.77117,8978.960135,9593.118389,8712
2951,24,30,E,140,53524,122564,187232,281482,6006.477829,4986.335878,5098.455065,5140.596148,0.415719419,5307.96623,67269.21499,2.97,0.221,0.466,0.555,93.15995645,0.557475088,NA,167.1105283,27.07072158,,,,,,,,,,,7866.498618,7634.585445,8113.590676,8778.852395,5136
2951,24,30,F,140,55151,129804,185556,275570,5899.216186,4964.926818,4914.114043,5210.581685,0.376406694,5247.209683,69281.0913,2.66,0.192,0.468,0.566,76.32162187,1.089811331,NA,70.03195849,46.79689929,,,,,,,,,,,8078.758737,7679.173615,7862.939881,8721.642746,4302
1393,30,30,A,140,30399,79771,166993,231670,5815.775425,6344.345495,5692.97332,5831.016741,0.851767235,5921.027745,166992.779,13.22,0.396,0.511,0.485,80.13183019,1.063600364,NA,75.34016809,46.53990351,,,,,,,,,,,14059.63084,13430.93427,13010.08536,14255.18437,29983
1393,30,30,B,140,14939,35344,94787,177869,5887.452043,6830.312148,6132.315743,6034.819001,0.923820748,6221.224734,94787.4181,7.19,0.379,0.434,0.425,60.90576074,1.139178343,NA,53.46464067,44.6444078,,,,,,,,,,,11832.36949,13134.93929,13269.65494,13621.90679,18631
1393,30,30,C,140,38194,79021,175797,276758,5745.904765,6348.463922,5915.484742,5956.594421,0.763323056,5991.611963,175796.698,14.65,0.417,0.523,0.496,43.22703443,0.83763134,NA,51.60627638,32.34286631,,,,,,,,,,,13445.10289,12897.55252,13116.31409,13384.39496,30996
1393,30,30,D,140,35385,71705,163511,288907,5788.948352,6301.060495,6152.122543,5932.490278,0.765302178,6043.655417,163511.002,12.98,0.397,0.512,0.475,48.55548785,0.774088666,NA,62.72600281,32.16423583,,,,,,,,,,,13074.80126,13101.39742,13514.97613,13279.87444,27824
1393,30,30,E,140,39177,90939,198665,283714,5818.62616,6249.723453,5806.300867,5927.677852,0.81177159,5950.582083,198665.255,14.95,0.376,0.538,0.494,47.75202682,0.740269915,NA,64.50623731,31.03385679,,,,,,,,,,,12443.29263,11994.62558,12367.04371,13351.79811,29706
1393,30,30,F,140,37308,80674,160023,237832,5726.58549,6042.518162,5749.853681,5922.017008,0.728052566,5860.243585,160022.505,12.55,0.392,0.534,0.46,46.12712143,1.514621846,NA,30.4545465,42.79316944,,,,,,,,,,,12108.03293,12236.54588,12764.31604,13863.47476,23693
2951,30,30,A,140,67652,166521,215438,391679,6442.86562,4353.380954,4740.592747,5266.831101,0.55257367,5200.917606,166520.932,8.24,0.247,0.459,0.586,119.3421645,0.519589022,NA,229.6856931,25.57670854,,,,,,,,,,,7959.56297,6854.763214,6863.985671,7001.429392,15480
2951,30,30,B,140,56162,149783,218230,405567,6359.583688,4533.80937,4781.253098,5257.786242,0.63075214,5233.1081,149782.941,7.48,0.25,0.432,0.563,54.34009186,1.03489303,NA,52.50793104,40.25482263,,,,,,,,,,,7825.711139,6913.549949,6911.436291,7205.266687,13328
2951,30,30,C,140,40559,138019,196605,386288,6399.383585,4551.51339,4765.407243,5102.093256,0.711524854,5204.599369,138018.818,7.42,0.269,0.411,0.554,60.84979923,0.752750053,NA,80.83665881,33.47375296,,,,,,,,,,,7820.80945,6917.039951,7624.023898,7902.501877,11773
2951,30,30,D,140,52465,169317,289258,504534,6301.265214,4624.868227,4988.330161,5288.809529,0.732602274,5300.818283,169316.947,8.64,0.255,0.426,0.584,65.44185593,0.719536191,NA,90.95005466,32.74282009,,,,,,,,,,,7346.401038,6835.875316,7658.399947,8006.037232,14796
2951,30,30,E,140,67753,182119,236477,441093,6401.185531,4536.988265,4913.261053,5414.396646,0.588136008,5316.457874,182118.511,9.66,0.265,0.425,0.577,148.2953262,0.255805539,NA,579.7189799,12.75865612,,,,,,,,,,,7366.719766,6793.045756,7030.704424,7238.686553,15942
2951,30,30,F,140,71206,133174,193131,311592,6079.793402,4558.029738,4841.845791,5408.310892,0.480004851,5221.994956,133173.819,7.61,0.286,0.433,0.565,61.18057963,0.640934474,NA,95.45527993,29.40532958,,,,,,,,,,,7838.008675,6825.318679,6409.169783,6446.716354,11638
1393,18,18,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.818885179,1.276255518,1.000358113,,,,,,,
1393,18,18,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.65765572,1.594186152,1.261755333,,,,,,,
1393,18,18,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.085603463,1.075093817,1.077554848,,,,,,,
1393,18,18,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.567032812,1.338703527,1.05706259,,,,,,,
1393,18,18,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.52032497,0.97027803,0.804760037,,,,,,,
1393,18,18,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.006120489,0.987513003,0.999413356,,,,,,,
1393,24,18,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.566449651,1.537479355,1.549609295,,,,,,,
1393,24,18,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.541094516,1.176075389,1.363155143,,,,,,,
1393,24,18,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.92918856,0.912003876,0.912003876,,,,,,,
1393,24,18,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.755746377,0.741769383,0.741769383,,,,,,,
1393,24,18,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.407166884,0.399636621,0.399636621,,,,,,,
1393,24,18,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.032178665,1.013088962,1.08323519,,,,,,,
1393,24,24,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.730920228,1.269635771,1.280462435,,,,,,,
1393,24,24,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.198129823,1.612334459,1.562698369,,,,,,,
1393,24,24,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.258988789,1.656975876,1.713383955,,,,,,,
1393,24,24,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.615308499,1.6770647,1.564165013,,,,,,,
1393,24,24,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.160602729,1.537574881,1.435802201,,,,,,,
1393,24,24,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.910302851,1.401213417,1.41677992,,,,,,,
1393,24,30,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.806782574,0.502125283,0.500029233,,,,,,,
1393,24,30,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.6122488,0.338401527,0.340246534,,,,,,,
1393,24,30,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.462195561,0.255464432,0.255464432,,,,,,,
1393,24,30,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.972991446,0.537791406,0.542619287,,,,,,,
1393,24,30,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.540878218,0.450844474,0.457143652,,,,,,,
1393,24,30,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.882596567,0.487828229,0.49725081,,,,,,,
1393,30,30,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.209520502,0.632944468,0.503131295,,,,,,,
1393,30,30,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.448989856,0.642030332,0.508767039,,,,,,,
1393,30,30,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.816574524,0.451336544,0.451336544,,,,,,,
1393,30,30,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.723680462,0.401910592,0.401778255,,,,,,,
1393,30,30,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.822334896,0.454520432,0.457797913,,,,,,,
1393,30,30,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.772205092,0.4268127,0.4268127,,,,,,,
2951,18,18,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,3.684135524,1.323708528,1.337660487,,,,,,,
2951,18,18,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.386224218,0.857370246,0.859715964,,,,,,,
2951,18,18,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.847642261,1.023159999,1.03089823,,,,,,,
2951,18,18,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.653271508,0.594020429,0.594742513,,,,,,,
2951,18,18,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.723201367,0.978446402,0.985914227,,,,,,,
2951,18,18,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.567036913,0.922338702,0.929587769,,,,,,,
2951,24,18,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,4.98477172,1.791028476,1.80756201,,,,,,,
2951,24,18,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,3.85766496,1.386059011,1.398040122,,,,,,,
2951,24,18,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,3.279870586,1.178456701,1.189969787,,,,,,,
2951,24,18,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.664154689,0.957230813,0.965162937,,,,,,,
2951,24,18,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.67155624,0.959890098,0.966895241,,,,,,,
2951,24,18,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.129819127,0.765243923,0.76900638,,,,,,,
2951,24,24,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.283470134,1.170381557,1.177994569,,,,,,,
2951,24,24,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.784627296,1.427246896,1.440817355,,,,,,,
2951,24,24,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.803116063,0.924179264,0.930400324,,,,,,,
2951,24,24,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.338787532,0.686189059,0.689209709,,,,,,,
2951,24,24,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.560962955,0.800063991,0.805738887,,,,,,,
2951,24,24,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.617599395,0.829092722,0.835261606,,,,,,,
2951,24,30,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,5.486975706,1.91280543,1.932720311,,,,,,,
2951,24,30,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,4.689673763,1.634859583,1.650466718,,,,,,,
2951,24,30,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,3.535105464,1.232367046,1.244954073,,,,,,,
2951,24,30,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,3.033909176,1.057646521,1.066644948,,,,,,,
2951,24,30,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.407161753,0.839156825,0.84307448,,,,,,,
2951,24,30,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.015084379,0.70247545,0.704742856,,,,,,,
2951,30,30,A,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.496769079,0.521786471,0.5222065,,,,,,,
2951,30,30,B,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.930278999,0.672911122,0.674559209,,,,,,,
2951,30,30,C,142,,,,,,,,,,,,,,,,,,,,,,,,,,2.064728093,0.719782503,0.722164005,,,,,,,
2951,30,30,D,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.420092748,0.495055859,0.496067776,,,,,,,
2951,30,30,E,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.658298026,0.578096742,0.581063048,,,,,,,
2951,30,30,F,142,,,,,,,,,,,,,,,,,,,,,,,,,,1.541761081,0.537471215,0.539843526,,,,,,,
1393,18,18,A,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.768464,3.11279916,,,,,
1393,18,18,B,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9130101,3.26393417,,,,,
1393,18,18,C,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7706547,1.98714831,,,,,
1393,18,18,D,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2450231,2.72459857,,,,,
1393,18,18,E,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3647608,2.81595734,,,,,
1393,18,18,F,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2851058,2.33794383,,,,,
1393,24,18,A,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6430394,8.70795978,,,,,
1393,24,18,B,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6483999,3.29337745,,,,,
1393,24,18,C,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3356661,7.3314286,,,,,
1393,24,18,D,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4376703,5.25093095,,,,,
1393,24,18,E,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2944609,4.6353662,,,,,
1393,24,18,F,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4418899,4.28309311,,,,,
